thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.11599040031433105,0.11856579780578613,0.11856579780578613,5.153019905090332,space,1.2185149192810059,3.215075969696045,space,1.2185149192810059,3.215075969696045,630841,001,2024-09-30_19h15.03.970,untitled,2024.2.1,57.945741628248506,2024-09-30 19h15.09.074037 +0300,
