thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,end.started,text_2.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04174184799194336,0.05040860176086426,0.05040860176086426,2.083944082260132,space,1.4166083335876465,0.08800268173217773,None,,,,193888,001,2024-09-30_19h01.02.485,untitled,2024.2.1,60.19907024007556,2024-09-30 19h01.08.326745 +0300,
,,,,,,,,,,2.0840463638305664,3.0648744106292725,4.065598249435425,193888,001,2024-09-30_19h01.02.485,untitled,2024.2.1,60.19907024007556,2024-09-30 19h01.08.326745 +0300,
