thisRow.t,notes,begin.started,begin.stopped,p1.started,key_resp.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.5235552787780762,1.5240826606750488,,,,550054,001,2024-09-28_22h58.29.466,untitled,2024.2.1,59.960686710249625,2024-09-28 22h59.43.964427 +0300,
,,,,1.5241436958312988,1.5326340198516846,1.5326340198516846,,,,,,,,
