thisRow.t,notes,trial.started,text.started,key_resp.started,press_shape.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,end.started,text_2.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008005619049072266,0.012002229690551758,0.012002229690551758,1.6223618984222412,1.609755277633667,space,0.7355647087097168,0.847834587097168,,,,235439,001,2024-09-28_18h34.38.035,untitled,2024.2.1,59.74332458756734,2024-09-28 18h34.43.973768 +0300,
,,,,,,,,,,1.6098027229309082,1.6223618984222412,2.6106340885162354,235439,001,2024-09-28_18h34.38.035,untitled,2024.2.1,59.74332458756734,2024-09-28 18h34.43.973768 +0300,
