thisRow.t,notes,begin.started,text.started,key_resp_3.started,begin.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,p1.started,key_resp.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008234500885009766,0.0172576904296875,0.0172576904296875,40.99922180175781,space,40.962101221084595,None,,,,227560,001,2024-09-28_22h11.13.907,untitled,2024.2.1,60.05546924778603,2024-09-28 22h12.13.931217 +0300,
,,,,,,,,,42.581252336502075,42.59005928039551,42.59005928039551,,,,,,,,
