thisRow.t,notes,trial.started,text.started,key_resp.started,press_shape.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,end.started,text_2.started,text_2.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008650541305541992,0.015217304229736328,0.015217304229736328,0.015217304229736328,2.0760438442230225,space,0.7476663589477539,1.3051366806030273,,,,,299686,001,2024-09-28_18h30.57.286,untitled,2024.2.1,59.53158820298317,2024-09-28 18h31.00.755027 +0300,
,,,,,,,,,,2.076098680496216,2.0878522396087646,3.0878612995147705,3.0755298137664795,299686,001,2024-09-28_18h30.57.286,untitled,2024.2.1,59.53158820298317,2024-09-28 18h31.00.755027 +0300,
