thisRow.t,notes,begin.started,text.started,key_resp_3.started,begin.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,p1.started,key_resp.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.622100830078125,1.629673719406128,1.629673719406128,19.708444118499756,space,None,None,,,,218272,001,2024-09-28_19h05.56.055,untitled,2024.2.1,59.037618622668006,2024-09-28 19h06.00.025475 +0300,
,,,,,,,,,19.75437617301941,20.692314624786377,20.692314624786377,,,,,,,,
