thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,end.started,text_2.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.4810774326324463,1.4896070957183838,1.4896070957183838,27.591516733169556,space,25.826775550842285,0.10402393341064453,None,,,,239541,001,2024-09-28_22h46.18.935,untitled,2024.2.1,60.44588942979764,2024-09-28 22h50.23.285834 +0300,
,,,,,,,,,,27.591753005981445,28.589450359344482,29.591241598129272,239541,001,2024-09-28_22h46.18.935,untitled,2024.2.1,60.44588942979764,2024-09-28 22h50.23.285834 +0300,
