thisRow.t,notes,trial.started,text.started,key_resp.started,press_shape.started,key_resp_2.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end.started,text_2.started,text_2.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00764155387878418,0.013245820999145508,0.013245820999145508,0.013245820999145508,0.013245820999145508,1.6702687740325928,space,0.6434342861175537,1.0086424350738525,space,0.6434342861175537,1.0086424350738525,,,,,698816,001,2024-09-28_18h16.16.572,untitled,2024.2.1,60.34379370076021,2024-09-28 18h16.25.425461 +0300,
,,,,,,,,,,,,,,1.670320987701416,1.6810939311981201,2.6819214820861816,2.670346736907959,698816,001,2024-09-28_18h16.16.572,untitled,2024.2.1,60.34379370076021,2024-09-28 18h16.25.425461 +0300,
