thisRow.t,notes,begin.started,begin.stopped,p1.started,key_resp.started,key_resp_2.started,press_shape.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.043234825134277344,0.04352569580078125,,,,,,,,,,,,,,218000,001,2024-09-30_18h09.20.270,untitled,2024.2.1,60.119772151971304,2024-09-30 18h09.52.853043 +0300,
,,,,0.043555259704589844,0.05229473114013672,0.05229473114013672,8.07187032699585,7.076353311538696,space,6.473552227020264,0.10399699211120605,space,6.881422281265259,None,,,218000,001,2024-09-30_18h09.20.270,untitled,2024.2.1,60.119772151971304,2024-09-30 18h09.52.853043 +0300,
,,,,,,,,,,,,,,,7.076502561569214,8.07187032699585,,,,,,,,
