thisRow.t,notes,begin.started,text.started,key_resp_3.started,begin.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,p1.started,key_resp.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.623445749282837,1.6288971900939941,1.6288971900939941,41.747899770736694,space,40.08799171447754,None,,,,291191,001,2024-09-28_19h03.44.805,untitled,2024.2.1,59.18173146930505,2024-09-28 19h04.05.345548 +0300,
,,,,,,,,,41.79852318763733,42.731743812561035,42.731743812561035,,,,,,,,
