thisRow.t,notes,trial.started,text.started,key_resp.started,press_shape.started,key_resp_2.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end.started,text_2.started,text_2.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008170604705810547,0.019040822982788086,0.019040822982788086,0.019040822982788086,0.019040822982788086,3.290595293045044,space,1.0626330375671387,2.1919007301330566,space,1.0626330375671387,2.1919007301330566,,,,,415141,001,2024-09-28_17h02.51.279,untitled,2024.2.1,60.173937994060516,2024-09-28 17h03.01.934455 +0300,
,,,,,,,,,,,,,,3.2906863689422607,3.3054516315460205,4.30558705329895,4.289873838424683,415141,001,2024-09-28_17h02.51.279,untitled,2024.2.1,60.173937994060516,2024-09-28 17h03.01.934455 +0300,
