thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,press_shape.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end.started,text_2.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0554652214050293,0.057773590087890625,0.057773590087890625,3.0759363174438477,3.1218035221099854,space,1.9865961074829102,0.7280430793762207,space,1.9865961074829102,0.7280430793762207,,,,658177,001,2024-09-30_19h05.59.135,untitled,2024.2.1,58.90619930873796,2024-09-30 19h06.04.784485 +0300,
,,,,,,,,,,,,,3.121880531311035,4.0829527378082275,5.1030333042144775,658177,001,2024-09-30_19h05.59.135,untitled,2024.2.1,58.90619930873796,2024-09-30 19h06.04.784485 +0300,
