thisRow.t,notes,begin.started,begin.stopped,p1.started,key_resp.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.5451438426971436,1.5454955101013184,,,,876273,001,2024-09-30_18h00.07.468,untitled,2024.2.1,60.0428314570712,2024-09-30 18h01.19.402989 +0300,
,,,,1.5455296039581299,1.5539660453796387,1.5539660453796387,,,,,,,,
