thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,press_shape.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end.started,text_2.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.040717124938964844,0.043431997299194336,0.043431997299194336,5.057689428329468,6.089452505111694,space,3.453047275543213,1.6798357963562012,space,3.453047275543213,1.6798357963562012,,,,289361,001,2024-09-30_19h02.18.024,untitled,2024.2.1,59.089018748203785,2024-09-30 19h02.23.328524 +0300,
,,,,,,,,,,,,,6.089552640914917,7.060459852218628,8.075753927230835,289361,001,2024-09-30_19h02.18.024,untitled,2024.2.1,59.089018748203785,2024-09-30 19h02.23.328524 +0300,
