thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.13208866119384766,0.1345818042755127,0.1345818042755127,7.172417402267456,space,3.400502920150757,2.9604411125183105,space,3.400502920150757,2.9604411125183105,682831,001,2024-09-30_19h11.05.496,untitled,2024.2.1,58.32769892072374,2024-09-30 19h14.11.615845 +0300,
