thisRow.t,notes,p1.started,key_resp.started,key_resp_2.started,press_shape.started,p1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end.started,text_2.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06608700752258301,0.06872105598449707,0.06872105598449707,6.086014032363892,8.132776498794556,space,4.57600736618042,2.727872371673584,space,4.57600736618042,2.727872371673584,,,,009858,001,2024-09-30_19h04.15.355,untitled,2024.2.1,58.92159107670911,2024-09-30 19h05.30.890189 +0300,
,,,,,,,,,,,,,8.132929563522339,9.101794004440308,10.121526002883911,009858,001,2024-09-30_19h04.15.355,untitled,2024.2.1,58.92159107670911,2024-09-30 19h05.30.890189 +0300,
